,fips_id,year,num_events,total_injuries,total_deaths,property_damage,crop_damage
251,26046,1996,1,0,0,0,0
252,26045,1996,1,0,0,0,0
253,26042,1996,1,0,0,0,0
254,26041,1996,3,0,0,0,0
255,26037,1996,1,0,0,0,0
256,26035,1996,1,0,0,0,0
257,26027,1996,3,0,0,0,0
258,26014,1996,1,0,0,0,0
259,26009,1996,1,0,0,0,0
260,26005,1996,2,0,0,0,0
261,25027,1996,7,0,0,0,0
262,25023,1996,9,0,0,0,0
263,25021,1996,7,0,0,0,0
264,25019,1996,5,0,0,0,0
265,25018,1996,1,0,0,0,0
266,25017,1996,14,0,0,0,0
267,25016,1996,2,0,0,0,0
268,25015,1996,6,0,0,0,0
269,25014,1996,1,0,0,0,0
270,25010,1996,2,0,0,0,0
271,29035,1996,1,0,0,0,0
272,29036,1996,1,0,0,0,0
273,29037,1996,9,0,0,0,0
274,29215,1996,2,0,0,0,0
275,29213,1996,1,0,0,0,0
276,29211,1996,1,0,0,0,0
277,29209,1996,1,0,0,0,0
278,29205,1996,1,0,0,0,0
279,29195,1996,1,0,0,0,0
280,29187,1996,2,0,0,0,0
281,29185,1996,1,0,0,0,0
282,29183,1996,1,0,0,0,0
283,29179,1996,1,0,0,0,0
284,29177,1996,1,0,0,0,0
285,29173,1996,1,0,0,0,0
286,29167,1996,2,0,0,0,0
287,29159,1996,1,0,0,0,0
288,29153,1996,2,0,0,0,0
289,29151,1996,1,0,0,0,0
290,29147,1996,3,0,0,0,0
291,29145,1996,3,0,0,0,0
292,29139,1996,1,0,0,0,0
293,29217,1996,1,0,0,0,0
294,29135,1996,2,0,0,0,0
295,29219,1996,1,0,0,0,0
296,29225,1996,1,0,0,0,0
297,31025,1996,1,0,0,0,55000
298,31023,1996,1,0,0,0,0
299,31019,1996,2,0,0,0,0
300,31003,1996,1,0,0,0,0
301,30109,1996,1,0,0,0,0
302,30105,1996,1,0,0,0,0
303,30093,1996,1,0,0,0,0
304,30081,1996,2,0,1,0,0
305,30077,1996,1,0,0,0,0
306,30063,1996,1,0,0,0,0
307,30053,1996,1,0,0,0,0
308,30029,1996,1,0,0,0,0
309,30009,1996,3,0,0,0,0
310,30007,1996,11,0,0,0,0
311,30006,1996,1,0,0,0,0
312,30002,1996,4,0,3,0,0
313,30001,1996,3,0,0,0,0
314,29510,1996,1,0,0,0,0
315,29229,1996,1,0,0,0,0
316,29221,1996,1,0,0,0,0
317,39157,1996,5,0,0,0,0
318,29123,1996,2,0,0,0,0
319,29115,1996,1,0,0,0,0
320,29062,1996,1,0,0,0,0
321,29061,1996,3,0,0,0,0
322,29060,1996,1,0,0,0,0
323,29059,1996,2,0,0,0,0
324,29057,1996,2,0,0,0,0
325,29055,1996,1,0,0,0,0
326,29054,1996,14,0,0,0,0
327,29051,1996,2,0,0,0,0
328,29050,1996,1,0,0,0,0
329,29049,1996,2,0,0,0,0
330,29048,1996,1,0,0,0,0
331,29047,1996,4,0,0,0,0
332,29046,1996,9,0,0,0,0
333,29044,1996,6,0,0,0,0
334,29043,1996,1,0,0,0,0
335,29041,1996,2,0,0,0,0
336,29040,1996,7,0,0,0,0
337,29039,1996,12,0,0,0,0
338,29038,1996,20,0,0,0,0
339,29063,1996,2,0,0,0,0
340,29119,1996,2,0,0,0,0
341,29064,1996,1,0,0,0,0
342,29067,1996,1,0,0,0,0
343,29114,1996,2,0,0,0,0
344,29112,1996,2,0,0,0,0
345,29111,1996,3,0,0,0,0
346,29109,1996,5,0,0,0,0
347,29107,1996,1,0,0,0,0
348,29101,1996,1,0,0,0,0
349,29100,1996,3,0,0,0,0
350,29099,1996,2,0,0,0,0
351,29095,1996,4,0,0,0,0
352,29093,1996,2,0,0,0,0
353,29087,1996,4,0,0,0,0
354,29085,1996,2,0,0,0,0
355,29084,1996,1,0,0,0,0
356,29081,1996,1,0,0,0,0
357,29079,1996,1,0,0,0,0
358,29077,1996,4,1,0,0,0
359,29075,1996,1,0,0,0,0
360,29073,1996,2,0,0,0,0
361,29071,1996,4,0,0,0,0
362,29065,1996,1,0,0,0,0
363,23001,1996,1,0,0,0,0
364,39161,1996,1,0,0,0,0
365,40001,1996,1,0,0,0,0
366,48329,1996,2,0,0,0,0
367,48317,1996,1,0,0,0,0
368,48305,1996,2,0,0,0,0
369,48303,1996,3,0,0,0,0
370,48287,1996,1,0,0,0,0
371,48283,1996,1,0,0,0,0
372,48279,1996,1,0,0,0,0
373,48277,1996,2,0,0,0,0
374,48331,1996,3,0,0,0,0
375,48275,1996,2,0,0,0,0
376,48269,1996,2,0,0,0,0
377,48263,1996,1,0,0,0,0
378,48259,1996,1,0,0,0,0
379,48254,1996,1,0,0,0,0
380,48253,1996,2,0,0,0,0
381,48251,1996,10,0,0,0,0
382,48245,1996,1,0,0,0,0
383,48243,1996,1,0,0,0,0
384,48273,1996,1,0,0,0,0
385,48333,1996,2,0,0,0,0
386,48341,1996,1,0,0,0,0
387,48349,1996,2,0,0,0,0
388,48483,1996,1,0,0,0,0
389,48479,1996,6,0,0,0,0
390,48449,1996,2,0,0,0,0
391,48447,1996,1,0,0,0,0
392,48443,1996,2,0,0,0,0
393,48437,1996,1,0,0,0,0
394,48429,1996,1,0,0,0,0
395,48427,1996,1,0,0,0,0
396,48425,1996,1,0,0,0,0
397,48411,1996,2,0,0,0,0
398,48389,1996,3,0,0,0,0
399,48387,1996,2,0,0,0,0
400,48383,1996,1,0,0,0,0
401,48381,1996,5,0,0,0,0
402,48377,1996,2,0,0,0,0
403,48375,1996,1,0,0,0,0
404,48363,1996,4,0,0,0,0
405,48355,1996,2,0,0,0,0
406,48353,1996,2,0,0,0,0
407,48227,1996,4,0,0,0,0
408,48221,1996,3,0,0,0,0
409,48207,1996,1,0,0,0,0
410,48195,1996,2,0,0,0,0
411,48095,1996,1,0,0,0,0
412,48093,1996,7,0,0,0,0
413,48088,1996,1,0,0,0,0
414,48087,1996,1,0,0,0,0
415,48072,1996,1,0,0,0,0
416,48069,1996,1,0,0,0,0
417,48066,1996,1,0,0,0,0
418,48061,1996,3,0,0,0,0
419,48057,1996,1,0,0,0,0
420,48043,1996,3,0,0,0,0
421,48038,1996,1,0,0,0,0
422,48035,1996,4,0,0,0,0
423,48027,1996,5,0,0,0,0
424,48025,1996,2,0,0,0,0
425,48007,1996,1,0,0,0,0
426,48003,1996,2,0,0,0,0
427,47189,1996,2,0,0,0,0
428,47187,1996,2,0,0,0,0
429,47185,1996,1,0,0,0,0
430,48097,1996,1,0,0,0,0
431,48485,1996,1,0,0,0,0
432,48099,1996,4,0,0,0,0
433,48105,1996,1,0,0,0,0
434,48193,1996,2,0,0,0,0
435,48189,1996,2,0,0,0,0
436,48186,1996,2,0,1,0,0
437,48181,1996,6,0,0,0,0
438,48173,1996,1,0,0,0,0
439,48170,1996,2,0,0,0,0
440,48165,1996,3,0,0,0,0
441,48163,1996,1,0,0,0,0
442,48159,1996,1,0,0,0,0
443,48149,1996,1,0,0,0,0
444,48147,1996,2,0,0,0,0
445,48145,1996,1,0,0,0,0
446,48143,1996,5,0,0,0,0
447,48141,1996,1,0,0,0,0
448,48129,1996,1,0,0,0,0
449,48127,1996,1,0,0,0,0
450,48125,1996,2,0,0,0,0
451,48119,1996,1,0,0,0,0
452,48107,1996,1,0,0,0,0
453,48103,1996,1,0,0,0,0
454,47181,1996,2,0,0,0,0
455,48487,1996,1,0,0,0,0
456,48493,1996,1,0,0,0,0
457,55037,1996,1,0,0,0,0
458,55036,1996,1,0,0,0,0
459,55035,1996,1,0,0,0,0
460,55031,1996,1,0,0,0,26000000
461,55030,1996,1,0,0,0,0
462,55022,1996,1,0,0,0,0
463,55020,1996,1,0,0,0,0
464,55018,1996,2,0,0,0,0
465,55038,1996,1,0,0,0,27000000
466,55013,1996,1,0,0,0,0
467,55011,1996,1,0,0,0,0
468,55010,1996,1,0,0,0,0
469,55009,1996,1,0,0,0,0
470,55005,1996,1,0,0,0,0
471,55004,1996,2,0,0,0,0
472,55003,1996,2,0,0,0,0
473,55002,1996,1,0,0,0,0
474,55001,1996,1,0,0,0,0
475,55012,1996,1,0,0,0,0
476,55039,1996,1,0,0,0,0
477,55040,1996,1,0,0,0,0
478,55048,1996,1,0,0,0,0
479,99029,1996,6,0,0,0,0
480,99027,1996,6,0,0,0,0
481,99025,1996,7,0,0,0,0
482,99023,1996,1,0,0,0,0
483,99019,1996,1,0,0,0,0
484,99017,1996,2,0,0,0,0
485,99013,1996,1,0,0,0,0
486,99005,1996,8,0,0,0,0
487,99001,1996,1,0,0,0,0
488,56033,1996,1,0,0,0,0
489,56007,1996,1,0,0,0,0
490,55141,1996,2,0,0,0,0
491,55125,1996,1,0,0,0,0
492,55113,1996,1,0,0,0,0
493,55083,1996,1,0,0,0,0
494,55075,1996,1,0,0,0,0
495,55068,1996,3,0,0,0,5700000
496,55050,1996,1,0,0,0,3000000
497,55049,1996,1,0,0,0,0
498,54052,1996,1,0,0,0,0
499,53065,1996,2,0,0,0,0
500,53063,1996,2,0,0,0,0
501,53051,1996,2,0,0,0,0
502,51101,1996,1,0,0,0,0
503,51098,1996,1,0,0,0,0
504,51097,1996,1,0,0,0,0
505,51088,1996,1,0,0,0,0
506,51073,1996,2,0,0,0,0
507,51070,1996,1,0,0,0,0
508,51063,1996,1,0,0,0,0
509,51062,1996,1,0,0,0,0
510,51048,1996,1,0,0,0,0
511,51046,1996,2,0,0,0,0
512,51033,1996,4,0,0,0,0
513,51022,1996,2,0,0,0,0
514,51016,1996,1,0,0,0,0
515,51014,1996,1,0,0,0,0
516,51012,1996,1,0,0,0,0
517,49035,1996,1,0,0,0,0
518,49015,1996,1,0,0,0,0
519,48505,1996,3,0,0,0,0
520,48495,1996,1,0,0,0,0
521,51103,1996,1,0,0,0,0
522,48489,1996,1,0,0,0,0
523,51105,1996,3,0,0,0,0
524,51117,1996,1,0,0,0,0
525,53045,1996,1,0,0,0,0
526,53040,1996,1,0,0,0,0
527,53039,1996,1,0,0,0,0
528,53027,1996,1,0,1,0,0
529,53022,1996,1,0,0,0,0
530,53021,1996,1,0,0,0,0
531,53020,1996,1,0,0,0,0
532,53008,1996,1,0,0,0,0
533,53006,1996,1,0,0,0,0
534,51710,1996,3,0,0,0,0
535,51550,1996,1,0,0,0,0
536,51195,1996,4,0,0,0,0
537,51181,1996,1,0,0,0,0
538,51175,1996,1,0,0,0,0
539,51169,1996,6,0,0,0,0
540,51167,1996,2,0,0,0,0
541,51141,1996,2,0,0,0,0
542,51127,1996,1,0,0,0,0
543,51119,1996,3,0,0,0,0
544,51109,1996,1,0,0,0,0
545,47179,1996,2,0,0,0,0
546,47177,1996,1,0,0,0,0
547,47171,1996,1,0,0,0,0
548,42026,1996,1,0,0,0,0
549,42025,1996,6,0,0,0,0
550,42024,1996,1,0,0,0,0
551,42023,1996,3,0,0,0,0
552,42018,1996,1,0,0,0,0
553,42013,1996,7,0,1,0,0
554,42012,1996,1,0,0,0,0
555,42011,1996,6,1,0,0,0
556,42027,1996,6,0,0,0,0
557,42010,1996,1,0,0,0,0
558,42006,1996,1,0,0,0,0
559,42004,1996,1,0,0,0,0
560,42002,1996,1,0,0,0,0
561,42001,1996,6,0,0,0,0
562,41045,1996,4,0,0,0,0
563,41035,1996,1,0,0,0,0
564,41033,1996,1,0,0,0,0
565,41029,1996,1,0,0,0,0
566,42009,1996,7,0,2,0,0
567,42028,1996,1,0,0,0,0
568,42033,1996,7,0,0,0,0
569,42034,1996,1,0,0,0,0
570,42066,1996,1,0,0,0,0
571,42064,1996,1,0,0,0,0
572,42058,1996,1,0,0,0,0
573,42057,1996,6,0,0,0,0
574,42056,1996,1,0,0,0,0
575,42052,1996,1,0,0,0,0
576,42050,1996,1,0,0,0,0
577,42047,1996,6,0,0,0,0
578,42046,1996,1,0,0,0,0
579,42045,1996,6,0,0,0,0
580,42044,1996,2,0,0,0,0
581,42043,1996,6,0,0,0,0
582,42042,1996,1,0,0,0,0
583,42041,1996,5,0,2,0,0
584,42040,1996,1,0,0,0,0
585,42038,1996,3,0,0,0,0
586,42037,1996,5,0,0,0,0
587,42036,1996,1,0,0,0,0
588,42035,1996,4,0,0,0,0
589,41011,1996,3,0,0,0,0
590,41010,1996,2,0,0,0,0
591,41009,1996,1,0,0,0,0
592,41008,1996,2,0,0,0,0
593,40071,1996,4,0,0,0,0
594,40065,1996,2,0,0,0,0
595,40061,1996,4,0,0,0,0
596,40055,1996,2,0,0,0,0
597,40053,1996,2,0,0,0,0
598,40051,1996,1,0,0,0,0
599,40045,1996,1,0,0,0,0
600,40041,1996,3,0,0,0,0
601,40037,1996,8,0,0,0,0
602,40033,1996,1,0,0,0,0
603,40031,1996,3,0,0,0,0
604,40027,1996,3,0,0,0,0
605,40025,1996,2,0,0,0,0
606,40023,1996,2,0,0,0,0
607,40017,1996,3,0,0,0,0
608,40015,1996,1,0,0,0,0
609,40013,1996,5,0,0,0,0
610,40005,1996,3,0,0,0,0
611,40003,1996,3,0,0,0,0
612,40077,1996,5,0,0,0,0
613,42075,1996,5,0,0,0,0
614,40081,1996,1,0,0,0,0
615,40091,1996,2,0,0,0,0
616,41002,1996,5,0,0,0,0
617,41001,1996,6,0,0,0,0
618,40153,1996,1,0,0,0,0
619,40151,1996,1,0,0,0,0
620,40149,1996,2,0,0,0,0
621,40147,1996,1,0,0,0,0
622,40143,1996,7,0,0,0,0
623,40139,1996,2,0,0,0,0
624,40137,1996,3,0,0,0,0
625,40133,1996,2,0,0,0,0
626,40131,1996,7,0,0,0,0
627,40127,1996,5,0,1,0,0
628,40125,1996,1,0,0,0,0
629,40115,1996,1,0,0,0,0
630,40111,1996,1,0,0,0,0
631,40109,1996,4,0,0,0,0
632,40105,1996,1,0,0,0,0
633,40099,1996,2,0,0,0,0
634,40097,1996,3,0,0,0,0
635,40089,1996,2,0,0,0,0
636,42077,1996,5,1,0,0,0
637,42081,1996,4,0,6,0,0
638,42083,1996,3,0,0,0,0
639,47009,1996,2,0,0,0,0
640,47005,1996,2,0,0,0,0
641,47003,1996,2,0,0,0,0
642,46103,1996,3,0,0,0,0
643,46081,1996,2,0,0,0,0
644,46049,1996,1,0,0,0,0
645,46047,1996,1,0,0,0,0
646,46046,1996,1,0,0,0,0
647,46044,1996,1,0,0,0,0
648,46043,1996,1,0,0,0,0
649,46042,1996,1,0,0,0,0
650,46033,1996,2,0,0,0,0
651,46032,1996,1,0,0,0,0
652,46031,1996,1,0,0,0,0
653,46030,1996,1,0,0,0,0
654,46029,1996,1,0,0,0,0
655,46028,1996,1,0,0,0,0
656,46026,1996,1,0,0,0,0
657,46025,1996,1,0,0,0,0
658,47011,1996,1,0,0,0,0
659,46024,1996,1,0,0,0,0
660,47013,1996,3,0,0,0,0
661,47025,1996,4,0,0,0,0
662,47165,1996,5,0,0,0,0
663,47161,1996,1,0,0,0,0
664,47155,1996,2,0,0,0,0
665,47151,1996,3,0,0,0,0
666,47147,1996,1,0,0,0,0
667,47145,1996,2,0,0,0,0
668,47141,1996,1,0,0,0,0
669,47133,1996,1,0,0,0,0
670,47129,1996,3,0,0,0,0
671,47127,1996,2,0,0,0,0
672,47125,1996,1,0,0,0,0
673,47117,1996,2,0,0,0,0
674,47073,1996,2,0,0,0,0
675,47059,1996,1,0,0,0,0
676,47055,1996,3,0,0,0,0
677,47043,1996,1,0,0,0,0
678,47037,1996,5,0,0,0,0
679,47035,1996,3,0,0,0,0
680,47029,1996,1,0,0,0,0
681,47021,1996,1,0,0,0,0
682,39173,1996,2,0,0,0,0
683,46014,1996,1,0,0,0,0
684,46012,1996,1,0,0,0,0
685,44004,1996,2,0,0,0,0
686,44003,1996,7,0,0,0,0
687,44002,1996,3,0,0,0,0
688,44001,1996,8,0,0,0,0
689,42133,1996,6,0,0,0,0
690,42123,1996,6,0,0,0,0
691,42119,1996,4,0,0,0,0
692,42113,1996,3,0,0,0,0
693,42111,1996,6,0,0,0,0
694,42109,1996,5,0,1,0,0
695,42107,1996,6,0,0,0,0
696,42105,1996,4,0,0,0,0
697,42101,1996,7,0,0,0,0
698,42099,1996,4,0,1,0,0
699,42097,1996,3,0,0,0,0
700,42095,1996,3,0,0,0,0
701,42093,1996,3,0,0,0,0
702,42089,1996,7,0,0,0,0
703,42087,1996,4,0,0,0,0
704,44005,1996,5,0,0,0,0
705,46013,1996,1,0,0,0,0
706,44006,1996,1,0,0,0,0
707,44009,1996,3,0,0,0,0
708,46002,1996,1,0,0,0,0
709,46001,1996,1,0,0,0,0
710,45091,1996,1,0,0,0,0
711,45075,1996,1,0,0,0,0
712,45055,1996,1,0,0,0,0
713,45047,1996,2,0,0,0,0
714,45046,1996,2,0,0,0,0
715,45045,1996,3,0,0,0,0
716,45035,1996,1,0,0,0,0
717,45034,1996,2,0,0,0,0
718,45025,1996,2,0,0,0,0
719,45015,1996,1,0,0,0,0
720,45013,1996,3,0,0,0,0
721,45012,1996,2,0,0,0,0
722,45011,1996,1,0,0,0,0
723,45010,1996,1,0,0,0,0
724,45006,1996,1,0,0,0,0
725,45005,1996,1,0,0,0,0
726,45004,1996,1,0,0,0,0
727,44007,1996,5,0,0,0,0
728,22127,1996,1,0,0,0,0
729,99039,1996,4,0,0,0,0
730,22111,1996,1,0,0,0,0
731,18053,1996,2,0,0,0,0
732,18052,1996,1,0,0,0,0
733,18050,1996,2,0,0,0,0
734,18049,1996,2,0,0,0,0
735,18048,1996,1,0,0,0,0
736,18046,1996,1,0,0,0,0
737,18045,1996,2,0,0,0,0
738,18054,1996,2,0,0,0,0
739,18044,1996,3,0,0,0,0
740,18039,1996,2,0,0,0,0
741,18037,1996,2,0,0,0,0
742,18036,1996,2,0,0,0,0
743,22119,1996,3,0,0,0,0
744,18027,1996,3,0,0,0,0
745,18025,1996,1,0,0,0,0
746,18023,1996,2,0,0,0,0
747,18043,1996,2,0,0,0,0
748,18019,1996,1,0,0,0,0
749,18055,1996,3,0,0,0,0
750,18057,1996,2,0,0,0,0
751,18083,1996,3,0,0,0,0
752,18079,1996,21,0,0,0,0
753,18078,1996,1,0,0,0,0
754,18073,1996,1,0,0,0,0
755,18072,1996,1,0,0,0,0
756,18071,1996,5,0,0,0,0
757,18070,1996,3,0,0,0,0
758,18056,1996,2,0,0,0,0
759,18068,1996,4,0,0,0,0
760,18065,1996,1,0,0,0,0
761,18064,1996,6,0,0,0,0
762,18063,1996,1,0,0,0,0
763,18062,1996,1,0,0,0,0
764,18061,1996,3,0,0,0,0
765,18060,1996,4,0,0,0,0
766,18059,1996,2,0,0,0,0
767,18067,1996,7,0,0,0,0
768,18086,1996,1,0,0,0,0
769,18015,1996,1,0,0,0,0
770,18011,1996,1,0,0,0,0
